date,open,high,low,prev. close,ltp,close,52w h,52w l,volume,value,price_range,gap_up,body,upper_shadow,lower_shadow,close_lag_1,high_lag_1,low_lag_1,volume_lag_1,close_lag_2,high_lag_2,low_lag_2,volume_lag_2,close_lag_3,high_lag_3,low_lag_3,volume_lag_3,close_lag_5,high_lag_5,low_lag_5,volume_lag_5,close_ma_3,high_std_3,volume_ma_3,close_ma_5,high_std_5,volume_ma_5,close_ma_10,high_std_10,volume_ma_10,close_ma_20,high_std_20,volume_ma_20,rsi,pct_change_close,pct_change_high,pct_change_volume,close_to_high,low_to_close,volume_to_value,day_of_week,month,high_t_plus_1,high_t_plus_2,high_t_plus_3,high_t_plus_4,high_t_plus_5,high_t_plus_6,high_t_plus_7,high_t_plus_8,high_t_plus_9,high_t_plus_10,high_t_plus_11,high_t_plus_12,high_t_plus_13,high_t_plus_14,high_t_plus_15,high_t_plus_16,high_t_plus_17,high_t_plus_18,high_t_plus_19,high_t_plus_20
2022-12-13,396.0,396.4,381.6,394.6,382.85,384.0,446.8,303.0,362195,140646174.7,14.799999999999955,1.3999999999999773,12.0,0.39999999999997726,2.3999999999999773,394.6,398.95,391.0,415159.0,393.3,409.1,391.0,570979.0,407.1,415.5,403.0,957992.0,395.6,406.25,391.25,560446.0,390.6333333333334,6.718320722721382,449444.3333333333,398.33000000000004,8.993428156158856,970461.0,402.19500000000005,13.72280037018729,1123868.2,379.015,43.94076425322957,4205715.95,60.610975934855084,-0.026862645717182,-0.0063917784183481485,-0.1275752181694243,0.9687184661933181,0.9937499999974122,0.00257522112330866,1,12,403.2,397.95,392.8,388.0,384.9,384.0,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0
2022-12-14,385.0,403.2,380.3,384.0,390.45,390.25,446.8,303.0,1222965,481924195.45,22.899999999999977,1.0,5.25,12.949999999999989,4.699999999999989,384.0,396.4,381.6,362195.0,394.6,398.95,391.0,415159.0,393.3,409.1,391.0,570979.0,412.65,415.35,405.0,2545980.0,389.61666666666673,3.4352341016802614,666773.0,393.85,7.748838622657685,705858.0,399.575,10.212361790170982,933534.4,382.65500000000003,42.09637876662505,2895003.7,53.524720888361436,0.01627604166666674,0.017154389505549927,2.376537500517677,0.967881944442044,0.97450352337995,0.002537670885891189,2,12,397.95,392.8,388.0,384.9,384.0,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9
2022-12-15,388.7,397.95,385.05,390.25,386.05,387.45,446.8,303.0,432752,169350102.45,12.899999999999977,-1.5500000000000114,1.25,9.25,2.3999999999999773,390.25,403.2,380.3,1222965.0,384.0,396.4,381.6,362195.0,394.6,398.95,391.0,415159.0,407.1,415.5,403.0,957992.0,387.2333333333333,3.563822853811191,672637.3333333334,389.92,5.12452436817237,600810.0,397.515,8.219448481093073,844959.4,385.96500000000003,39.826813484993046,2689198.65,48.5023825685566,-0.007174887892376747,-0.01302083333333337,-0.6461452290130952,0.9736147757231471,0.9938056523396728,0.0025553689884998355,3,12,392.8,388.0,384.9,384.0,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3
2022-12-16,385.0,392.8,376.0,387.45,386.0,385.05,446.8,303.0,1353175,518772497.75,16.80000000000001,-2.4499999999999886,0.05000000000001137,7.75,9.0,387.45,397.95,385.05,432752.0,390.25,403.2,380.3,1222965.0,384.0,396.4,381.6,362195.0,393.3,409.1,391.0,570979.0,387.5833333333333,5.20008012758906,1002964.0,388.27,3.789689960932566,757249.2,394.83000000000004,8.545318731459423,897370.1,389.34250000000003,36.14115237145662,2619136.9,31.414762737787242,-0.006194347657762278,-0.012941324286970701,2.1269064036676895,0.980269857431313,0.97649655888592,0.002608416995636697,4,12,388.0,384.9,384.0,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0
2022-12-19,386.65,388.0,379.7,385.05,385.1,385.3,446.8,303.0,252839,96973130.65,8.300000000000011,1.599999999999966,1.349999999999966,1.3500000000000227,5.600000000000023,385.05,392.8,376.0,1353175.0,387.45,397.95,385.05,432752.0,390.25,403.2,380.3,1222965.0,394.6,398.95,391.0,415159.0,385.93333333333334,4.976025857383193,679588.6666666666,386.41,5.689859400722788,724785.2,393.53,9.230775819086412,867448.2,393.0625,30.53107508838551,2575786.4,26.885245898113382,0.0006492663290482703,-0.012219959266802527,-0.8131512923309994,0.9930412371108427,0.9854658707475072,0.002607309863105879,0,12,384.9,384.0,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0,431.85
2022-12-20,380.05,384.9,378.85,385.3,379.1,380.2,446.8,303.0,161483,61527609.3,6.0499999999999545,-5.25,0.14999999999997726,4.699999999999989,1.1999999999999886,385.3,388.0,379.7,252839.0,385.05,392.8,376.0,1353175.0,387.45,397.95,385.05,432752.0,384.0,396.4,381.6,362195.0,383.51666666666665,3.980368492155728,589165.6666666666,385.65,7.391008050326689,684642.8,391.99,10.59651541257297,827551.9,396.4,23.227684678553704,2524148.4,30.646022419337456,-0.013236439138333833,-0.007989690721649567,-0.3613208405348859,0.9877890361107099,0.9964492372409353,0.0026245615884834973,1,12,384.0,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0,431.85,434.7
2022-12-21,382.15,384.0,361.2,380.2,370.0,369.05,446.8,303.0,389627,144200368.2,22.80000000000001,1.9499999999999886,13.099999999999966,1.8500000000000227,7.850000000000023,380.2,384.9,378.85,161483.0,385.3,388.0,379.7,252839.0,385.05,392.8,376.0,1353175.0,390.25,403.2,380.3,1222965.0,378.1833333333334,2.0984120980746246,267983.0,381.41,5.829837047464932,517975.2,387.63,10.253189205749376,611916.6,397.615,19.032177738600666,2343289.15,29.771784228041412,-0.029326670173592806,-0.002338269680436378,1.4128050630716547,0.9610677083308307,0.9787291694865771,0.0027019833920229894,2,12,373.85,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0,431.85,434.7,424.45
2022-12-22,369.05,373.85,351.25,369.05,365.4,363.3,446.8,303.0,435880,156367478.65,22.600000000000023,0.0,5.75,4.800000000000011,12.050000000000011,369.05,384.0,361.2,389627.0,380.2,384.9,378.85,161483.0,385.3,388.0,379.7,252839.0,387.45,397.95,385.05,432752.0,370.84999999999997,6.136434904188733,328996.6666666667,376.58000000000004,6.977678697102332,518600.8,383.25,10.397730788761596,559705.4,396.82,19.49425337051118,1880184.9,25.2797558458401,-0.015580544641647487,-0.026432291666666607,0.1187109722888815,0.9717801257162718,0.9668318194303143,0.0027875361537013565,3,12,356.4,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0,431.85,434.7,424.45,426.55
2022-12-23,356.0,356.4,345.15,363.3,350.0,350.15,446.8,303.0,856994,298947773.4,11.25,-7.300000000000011,5.850000000000023,0.39999999999997726,5.0,363.3,373.85,351.25,435880.0,369.05,384.0,361.2,389627.0,380.2,384.9,378.85,161483.0,385.05,392.8,376.0,1353175.0,360.8333333333333,13.95997254056566,560833.6666666666,369.6,12.901240250456441,419364.6,378.93500000000006,14.010619979937573,588306.9,394.735,22.636338246512587,1453696.15,25.396014303980095,-0.03619598128268653,-0.046676474521867184,0.9661237037716803,0.9824635241274342,0.9857204055376675,0.002866701398218208,4,12,367.65,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0,431.85,434.7,424.45,426.55,426.95
2022-12-26,347.0,367.65,347.0,350.15,367.65,367.65,446.8,303.0,210930,76340618.05,20.649999999999977,-3.1499999999999773,20.649999999999977,0.0,0.0,350.15,356.4,345.15,856994.0,363.3,373.85,351.25,435880.0,369.05,384.0,361.2,389627.0,385.3,388.0,379.7,252839.0,360.3666666666666,8.845950109137368,501268.0,366.07,11.904484449147645,410982.8,376.23999999999995,14.68447876727906,567884.0,391.75,23.277382856145593,1136196.0,37.59431868152399,0.04997858060831062,0.031565656565656575,-0.7538722558150932,0.9999999999972801,0.9438324493378382,0.002763011426785272,0,12,386.0,405.3,425.55,446.8,444.25,442.35,429.0,420.65,421.9,417.65,405.0,412.9,423.3,437.0,431.85,434.7,424.45,426.55,426.95,440.05
